control_number_001,080_udc_number,udc_label_en
NBA01-003861305,77,Photography and similar processes
NBA01-003861312,2,Religion. Theology
NBA01-003861385,75,Painting. Drawing
NBA01-003861406,793.3,Indoor games and sport
NBA01-003861472,793.3,Indoor games and sport
NBA01-003861479,91,
NBA01-003861605,791,Cinema. Films
NBA01-003861653,75,Painting. Drawing
NBA01-003861702,745/749,Decorative arts. Applied arts
NBA01-003861828,791,Cinema. Films
NBA01-003861892,78,Music
NBA01-003861976,94,
NBA01-003861983,792,Theatre. Stagecraft. Performing arts
NBA01-003861998,7,Applied sciences
NBA01-003862000,793.3,Indoor games and sport
NBA01-003862028,821.174.09,Latvian literature: history and criticism
NBA01-003862037,792,Theatre. Stagecraft. Performing arts
NBA01-003862064,791,Cinema. Films
NBA01-003862102,745/749,Decorative arts. Applied arts
NBA01-003862135,633/635,
NBA01-003862150,791,Cinema. Films
NBA01-003862158,004,
NBA01-003862299,791,Cinema. Films
NBA01-003862358,7,Applied sciences
NBA01-003862375,94(474.3),Latvia (geographic area)
NBA01-003862382,2,Religion. Theology
NBA01-003862387,78,Music
NBA01-003862417,7,Applied sciences
NBA01-003862422,792,Theatre. Stagecraft. Performing arts
NBA01-003862472,791,Cinema. Films
NBA01-003862483,791,Cinema. Films
NBA01-003862514,821.174.09,Latvian literature: history and criticism
NBA01-003862520,91,
NBA01-003862532,821.174.09,Latvian literature: history and criticism
NBA01-003862575,791,Cinema. Films
NBA01-003862576,75,Painting. Drawing
NBA01-003862669,82.09,Literary studies. History and criticism of literature
NBA01-003862671,821.174.09,Latvian literature: history and criticism
NBA01-003862673,821.174.09,Latvian literature: history and criticism
NBA01-003862675,82.09,Literary studies. History and criticism of literature
NBA01-003862678,82.09,Literary studies. History and criticism of literature
NBA01-003862681,821.174.09,Latvian literature: history and criticism
NBA01-003862684,82.09,Literary studies. History and criticism of literature
NBA01-003862693,821.174.09,Latvian literature: history and criticism
NBA01-003862694,070,
NBA01-003862697,353,
NBA01-003862699,821.174.09,Latvian literature: history and criticism
NBA01-003862704,338.48,
NBA01-003862722,821.174.09,Latvian literature: history and criticism
NBA01-003862731,77,Photography and similar processes
NBA01-003862737,791,Cinema. Films
NBA01-003862739,7,Applied sciences
NBA01-003862751,791,Cinema. Films
NBA01-003862768,745/749,Decorative arts. Applied arts
NBA01-003862777,82.09,Literary studies. History and criticism of literature
NBA01-003862796,792,Theatre. Stagecraft. Performing arts
NBA01-003862882,793.3,Indoor games and sport
NBA01-003862904,75,Painting. Drawing
NBA01-003862913,908,
NBA01-003862924,792,Theatre. Stagecraft. Performing arts
NBA01-003862930,338.48,
NBA01-003862972,791,Cinema. Films
NBA01-003863114,821.174.09,Latvian literature: history and criticism
NBA01-003863300,68,
NBA01-003863342,75,Painting. Drawing
NBA01-003863388,745/749,Decorative arts. Applied arts
NBA01-003863394,75,Painting. Drawing
NBA01-003863441,75,Painting. Drawing
NBA01-003863452,791,Cinema. Films
NBA01-003863512,73,Plastic arts
NBA01-003863517,821.174.09,Latvian literature: history and criticism
NBA01-003863519,77,Photography and similar processes
NBA01-003863527,7,Applied sciences
NBA01-003863530,792,Theatre. Stagecraft. Performing arts
NBA01-003863533,655,
NBA01-003863539,75,Painting. Drawing
NBA01-003863549,75,Painting. Drawing
NBA01-003863568,78,Music
NBA01-003863607,77,Photography and similar processes
NBA01-003863695,001,
NBA01-003863710,791,Cinema. Films
NBA01-003863728,791,Cinema. Films
NBA01-003863740,78,Music
NBA01-003863748,792,Theatre. Stagecraft. Performing arts
NBA01-003863754,791,Cinema. Films
NBA01-003863773,82.09,Literary studies. History and criticism of literature
NBA01-003863795,77,Photography and similar processes
NBA01-003863805,821.174.09,Latvian literature: history and criticism
NBA01-003863808,791,Cinema. Films
NBA01-003863816,36,
NBA01-003863823,7,Applied sciences
NBA01-003863836,791,Cinema. Films
NBA01-003863840,792,Theatre. Stagecraft. Performing arts
NBA01-003863842,791,Cinema. Films
NBA01-003863845,77,Photography and similar processes
NBA01-003863846,821.174.09,Latvian literature: history and criticism
NBA01-003863851,78,Music
NBA01-003863867,791,Cinema. Films
NBA01-003863868,633/635,
NBA01-003863872,75,Painting. Drawing
NBA01-003863882,78,Music
NBA01-003863884,636,
NBA01-003863903,82.09,Literary studies. History and criticism of literature
NBA01-003863908,821.174.09,Latvian literature: history and criticism
NBA01-003863910,821.174.09,Latvian literature: history and criticism
NBA01-003863912,908,
NBA01-003863920,338,
NBA01-003863926,31,
NBA01-003863930,82.09,Literary studies. History and criticism of literature
NBA01-003864043,7,Applied sciences
NBA01-003864101,78,Music
NBA01-003864102,77,Photography and similar processes
NBA01-003864168,78,Music
NBA01-003864181,791,Cinema. Films
NBA01-003864216,7,Applied sciences
NBA01-003864242,394,Customs. Etiquette. Ceremonies
NBA01-003864250,792,Theatre. Stagecraft. Performing arts
NBA01-003864253,791,Cinema. Films
NBA01-003864449,791,Cinema. Films
NBA01-003864495,2,Religion. Theology
NBA01-003864519,792,Theatre. Stagecraft. Performing arts
NBA01-003864555,78,Music
NBA01-003864571,791,Cinema. Films
NBA01-003864572,7,Applied sciences
NBA01-003864583,7,Applied sciences
NBA01-003864588,78,Music
NBA01-003864592,75,Painting. Drawing
NBA01-003864596,75,Painting. Drawing
NBA01-003864614,82.09,Literary studies. History and criticism of literature
NBA01-003864667,82.09,Literary studies. History and criticism of literature
NBA01-003864695,791,Cinema. Films
NBA01-003864704,75,Painting. Drawing
NBA01-003864718,821.174.09,Latvian literature: history and criticism
NBA01-003864729,792,Theatre. Stagecraft. Performing arts
NBA01-003864739,821,
NBA01-003864743,791,Cinema. Films
NBA01-003864751,338,
NBA01-003864760,77,Photography and similar processes
NBA01-003864775,792,Theatre. Stagecraft. Performing arts
NBA01-003864782,792,Theatre. Stagecraft. Performing arts
NBA01-003864816,659,
NBA01-003864833,070,
NBA01-003864835,7,Applied sciences
NBA01-003864882,791,Cinema. Films
NBA01-003864883,791,Cinema. Films
NBA01-003864884,791,Cinema. Films
NBA01-003864905,821.174.09,Latvian literature: history and criticism
NBA01-003864922,821.174.09,Latvian literature: history and criticism
NBA01-003864941,75,Painting. Drawing
NBA01-003864999,654,
NBA01-003865037,76,
NBA01-003865080,791,Cinema. Films
NBA01-003865081,821.174.09,Latvian literature: history and criticism
NBA01-003865087,821.174.09,Latvian literature: history and criticism
NBA01-003865118,791,Cinema. Films
NBA01-003865120,791,Cinema. Films
NBA01-003865127,792,Theatre. Stagecraft. Performing arts
NBA01-003865141,77,Photography and similar processes
NBA01-003865189,75,Painting. Drawing
NBA01-003865199,745/749,Decorative arts. Applied arts
NBA01-003865311,791,Cinema. Films
NBA01-003865371,791,Cinema. Films
NBA01-003865372,77,Photography and similar processes
NBA01-003865387,791,Cinema. Films
NBA01-003865393,791,Cinema. Films
NBA01-003865409,791,Cinema. Films
NBA01-003865430,7,Applied sciences
NBA01-003865462,73,Plastic arts
NBA01-003865506,77,Photography and similar processes
NBA01-003865515,791,Cinema. Films
NBA01-003865557,68,
NBA01-003865569,821.174.09,Latvian literature: history and criticism
NBA01-003865592,352,
NBA01-003865617,75,Painting. Drawing
NBA01-003865627,793.3,Indoor games and sport
NBA01-003865628,791,Cinema. Films
NBA01-003865636,77,Photography and similar processes
NBA01-003865638,821.174.09,Latvian literature: history and criticism
NBA01-003865696,791,Cinema. Films
NBA01-003865707,792,Theatre. Stagecraft. Performing arts
NBA01-003865718,792,Theatre. Stagecraft. Performing arts
NBA01-003865723,792,Theatre. Stagecraft. Performing arts
NBA01-003865727,792,Theatre. Stagecraft. Performing arts
NBA01-003865730,821,
NBA01-003865749,792,Theatre. Stagecraft. Performing arts
NBA01-003865794,75,Painting. Drawing
NBA01-003865807,791,Cinema. Films
NBA01-003865809,811.174,
NBA01-003865818,394,Customs. Etiquette. Ceremonies
NBA01-003865895,791,Cinema. Films
NBA01-003865906,791,Cinema. Films
NBA01-003865915,791,Cinema. Films
NBA01-003865974,77,Photography and similar processes
NBA01-003866002,792,Theatre. Stagecraft. Performing arts
NBA01-003866020,76,
NBA01-003866064,792,Theatre. Stagecraft. Performing arts
NBA01-003866069,791,Cinema. Films
NBA01-003866071,791,Cinema. Films
NBA01-003866077,7,Applied sciences
NBA01-003866084,77,Photography and similar processes
NBA01-003866086,75,Painting. Drawing
NBA01-003866134,7,Applied sciences
NBA01-003866135,793.3,Indoor games and sport
NBA01-003866160,31,
NBA01-003866210,77,Photography and similar processes
NBA01-003866220,77,Photography and similar processes
NBA01-003866235,7,Applied sciences
NBA01-003866254,821.174.09,Latvian literature: history and criticism
NBA01-003866256,94,
NBA01-003866260,78,Music
NBA01-003866284,791,Cinema. Films
NBA01-003866298,791,Cinema. Films
NBA01-003866302,7,Applied sciences
NBA01-003866338,791,Cinema. Films
NBA01-003866378,792,Theatre. Stagecraft. Performing arts
NBA01-003866402,745/749,Decorative arts. Applied arts
NBA01-003866481,75,Painting. Drawing
NBA01-003866518,791,Cinema. Films
NBA01-003866525,664,
NBA01-003866570,654,
NBA01-003866578,654,
NBA01-003866684,793.3,Indoor games and sport
NBA01-003866705,664,
NBA01-003866710,77,Photography and similar processes
NBA01-003866761,75,Painting. Drawing
NBA01-003866803,791,Cinema. Films
NBA01-003866810,75,Painting. Drawing
NBA01-003866822,75,Painting. Drawing
NBA01-003866835,7,Applied sciences
NBA01-003866845,791,Cinema. Films
NBA01-003866865,745/749,Decorative arts. Applied arts
NBA01-003866905,72,
NBA01-003866947,793.3,Indoor games and sport
NBA01-003867031,796,
NBA01-003867074,793.3,Indoor games and sport
NBA01-003867082,791,Cinema. Films
NBA01-003867117,7,Applied sciences
NBA01-003867137,791,Cinema. Films
NBA01-003867138,77,Photography and similar processes
NBA01-003867158,82.09,Literary studies. History and criticism of literature
NBA01-003867172,373,
NBA01-003867185,77,Photography and similar processes
NBA01-003867215,792,Theatre. Stagecraft. Performing arts
NBA01-003867229,78,Music
NBA01-003867252,792,Theatre. Stagecraft. Performing arts
NBA01-003867262,821.174.09,Latvian literature: history and criticism
NBA01-003867284,7,Applied sciences
NBA01-003867301,791,Cinema. Films
NBA01-003867308,791,Cinema. Films
NBA01-003867326,06,
NBA01-003867327,745/749,Decorative arts. Applied arts
NBA01-003867330,7,Applied sciences
NBA01-003867365,78,Music
NBA01-003867371,77,Photography and similar processes
NBA01-003867374,821.174.09,Latvian literature: history and criticism
NBA01-003867381,811.174,
NBA01-003867384,821.174.09,Latvian literature: history and criticism
NBA01-003867391,77,Photography and similar processes
NBA01-003867418,77,Photography and similar processes
NBA01-003867445,78,Music
NBA01-003867449,75,Painting. Drawing
NBA01-003867489,7,Applied sciences
NBA01-003867497,75,Painting. Drawing
NBA01-003867519,792,Theatre. Stagecraft. Performing arts
NBA01-003867524,791,Cinema. Films
NBA01-003867631,791,Cinema. Films
NBA01-003867654,069,Museums
NBA01-003867660,791,Cinema. Films
NBA01-003867668,75,Painting. Drawing
NBA01-003867672,75,Painting. Drawing
NBA01-003867675,78,Music
NBA01-003867821,791,Cinema. Films
NBA01-003867838,77,Photography and similar processes
NBA01-003867858,7,Applied sciences
NBA01-003867870,7,Applied sciences
NBA01-003867872,78,Music
NBA01-003867881,75,Painting. Drawing
NBA01-003867885,75,Painting. Drawing
NBA01-003867931,75,Painting. Drawing
NBA01-003867941,7,Applied sciences
NBA01-003867960,7,Applied sciences
NBA01-003867968,75,Painting. Drawing
NBA01-003867975,7,Applied sciences
NBA01-003867981,7,Applied sciences
NBA01-003867992,75,Painting. Drawing
NBA01-003867999,7,Applied sciences
NBA01-003868002,7,Applied sciences
NBA01-003868005,7,Applied sciences
NBA01-003868007,77,Photography and similar processes
NBA01-003868011,75,Painting. Drawing
NBA01-003868015,7,Applied sciences
NBA01-003868019,75,Painting. Drawing
NBA01-003868021,7,Applied sciences
NBA01-003868024,7,Applied sciences
NBA01-003868032,745/749,Decorative arts. Applied arts
NBA01-003868040,77,Photography and similar processes
NBA01-003868070,791,Cinema. Films
NBA01-003868079,791,Cinema. Films
NBA01-003868089,656,
NBA01-003868097,791,Cinema. Films
NBA01-003868128,791,Cinema. Films
NBA01-003868145,77,Photography and similar processes
NBA01-003868156,821.174.09,Latvian literature: history and criticism
NBA01-003868162,61,
NBA01-003868165,791,Cinema. Films
NBA01-003868170,792,Theatre. Stagecraft. Performing arts
NBA01-003868176,76,
NBA01-003868179,791,Cinema. Films
NBA01-003868216,2,Religion. Theology
NBA01-003868265,792,Theatre. Stagecraft. Performing arts
NBA01-003868266,792,Theatre. Stagecraft. Performing arts
NBA01-003868267,77,Photography and similar processes
NBA01-003868270,792,Theatre. Stagecraft. Performing arts
NBA01-003868272,792,Theatre. Stagecraft. Performing arts
NBA01-003868274,792,Theatre. Stagecraft. Performing arts
NBA01-003868281,792,Theatre. Stagecraft. Performing arts
NBA01-003868282,796,
NBA01-003868290,792,Theatre. Stagecraft. Performing arts
NBA01-003868315,791,Cinema. Films
NBA01-003868359,791,Cinema. Films
NBA01-003868465,75,Painting. Drawing
NBA01-003868494,791,Cinema. Films
NBA01-003868501,791,Cinema. Films
NBA01-003868526,73,Plastic arts
NBA01-003868563,621,
NBA01-003868636,75,Painting. Drawing
NBA01-003868645,791,Cinema. Films
NBA01-003868667,76,
NBA01-003868669,792,Theatre. Stagecraft. Performing arts
NBA01-003868672,821.174.09,Latvian literature: history and criticism
NBA01-003868701,791,Cinema. Films
NBA01-003868723,821.174.09,Latvian literature: history and criticism
NBA01-003868741,821.174.09,Latvian literature: history and criticism
NBA01-003868767,792,Theatre. Stagecraft. Performing arts
NBA01-003868780,502/504,
NBA01-003868837,792,Theatre. Stagecraft. Performing arts
NBA01-003868844,792,Theatre. Stagecraft. Performing arts
NBA01-003868927,78,Music
NBA01-003868961,82.09,Literary studies. History and criticism of literature
NBA01-003869077,06,
NBA01-003869155,7,Applied sciences
NBA01-003869158,77,Photography and similar processes
NBA01-003869182,745/749,Decorative arts. Applied arts
NBA01-003869188,791,Cinema. Films
NBA01-003869205,77,Photography and similar processes
NBA01-003869213,328,
NBA01-003869227,328,
NBA01-003869246,77,Photography and similar processes
NBA01-003869263,77,Photography and similar processes
NBA01-003869280,77,Photography and similar processes
NBA01-003869314,94,
NBA01-003869322,792,Theatre. Stagecraft. Performing arts
NBA01-003869330,78,Music
NBA01-003869346,75,Painting. Drawing
NBA01-003869347,75,Painting. Drawing
NBA01-003869368,791,Cinema. Films
NBA01-003869371,792,Theatre. Stagecraft. Performing arts
NBA01-003869427,73,Plastic arts
NBA01-003869474,77,Photography and similar processes
NBA01-003869543,77,Photography and similar processes
NBA01-003869597,793.3,Indoor games and sport
NBA01-003869685,78,Music
NBA01-003869693,68,
NBA01-003869745,792,Theatre. Stagecraft. Performing arts
NBA01-003869772,791,Cinema. Films
NBA01-003869775,792,Theatre. Stagecraft. Performing arts
NBA01-003869776,791,Cinema. Films
NBA01-003869815,37.09,
NBA01-003869905,94(474.3),Latvia (geographic area)
NBA01-003869909,821.174.09,Latvian literature: history and criticism
NBA01-003869912,821.174.09,Latvian literature: history and criticism
NBA01-003869914,821.174.09,Latvian literature: history and criticism
NBA01-003869916,78,Music
NBA01-003869917,791,Cinema. Films
NBA01-003869918,908,
NBA01-003869925,821.174.09,Latvian literature: history and criticism
NBA01-003869929,821.174.09,Latvian literature: history and criticism
NBA01-003869935,821.174.09,Latvian literature: history and criticism
NBA01-003869939,821.174.09,Latvian literature: history and criticism
NBA01-003869945,821.174.09,Latvian literature: history and criticism
NBA01-003869946,82.09,Literary studies. History and criticism of literature
NBA01-003869957,821.174.09,Latvian literature: history and criticism
NBA01-003869978,78,Music
NBA01-003869981,821.174.09,Latvian literature: history and criticism
NBA01-003870023,821.174.09,Latvian literature: history and criticism
NBA01-003870028,791,Cinema. Films
NBA01-003870033,791,Cinema. Films
NBA01-003870056,77,Photography and similar processes
NBA01-003870070,94(474.3),Latvia (geographic area)
NBA01-003870077,821.174.09,Latvian literature: history and criticism
NBA01-003870200,77,Photography and similar processes
NBA01-003870283,821.174.09,Latvian literature: history and criticism
NBA01-003870284,821.174.09,Latvian literature: history and criticism
NBA01-003870287,821.174.09,Latvian literature: history and criticism
NBA01-003870289,821.174.09,Latvian literature: history and criticism
